XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
704580.81987651,4008522.66703390,26,25,13,0
704580.81987651,4008522.66703390,25,26,13,0
704681.06486770,4008493.81751698,27,25,14,0
704681.06486770,4008493.81751698,25,27,14,0
704165.22371765,4008642.28573475,32,25,16,0
704165.22371765,4008642.28573475,25,32,16,0
